Question Text: What is the normal range for adult blood pressure? | Type: multiple_choice | Options: A) 90/60 mmHg B) 120/80 mmHg C) 140/90 mmHg D) 160/100 mmHg | Correct Option: B | Difficulty: easy | Tags: cardiology, vital signs | Keywords: blood pressure, hypertension, normal range, mmHg | Hint: Consider the standard reference values used in clinical practice | Help: This question tests knowledge of normal vital sign parameters | Explanation: Normal adult blood pressure is defined as 120/80 mmHg. The systolic pressure (120) represents the pressure when the heart contracts, and the diastolic pressure (80) represents the pressure when the heart relaxes. Values below 120/80 are considered low, while values at or above 140/90 indicate hypertension. | Explanation: Normal adult blood pressure is defined as 120/80 mmHg. The systolic pressure (120) represents the pressure when the heart contracts, and the diastolic pressure (80) represents the pressure when the heart relaxes. Values below 120/80 are considered low, while values at or above 140/90 indicate hypertension.
Question Text: Is CPR effective in all cardiac arrest situations? | Type: true_false | Options: True False | Correct Option: False | Difficulty: medium | Tags: emergency medicine, resuscitation | Keywords: CPR, cardiac arrest, resuscitation, effectiveness | Hint: Consider the different types of cardiac arrest | Help: This question tests understanding of CPR indications | Explanation: CPR is not effective in all cardiac arrest situations. It is most effective for cardiac arrests due to reversible causes (ventricular fibrillation, pulseless ventricular tachycardia). CPR has limited effectiveness in terminal conditions, prolonged down time without circulation, or certain non-cardiac causes. Early defibrillation and appropriate post-resuscitation care are crucial for outcomes. | Explanation: CPR is not effective in all cardiac arrest situations. It is most effective for cardiac arrests due to reversible causes (ventricular fibrillation, pulseless ventricular tachycardia). CPR has limited effectiveness in terminal conditions, prolonged down time without circulation, or certain non-cardiac causes. Early defibrillation and appropriate post-resuscitation care are crucial for outcomes.
Question Text: What is the normal body temperature range? | Type: multiple_choice | Options: A) 35.5-36.5°C B) 36.5-37.5°C C) 37.5-38.5°C D) 38.5-39.5°C | Correct Option: B | Difficulty: easy | Tags: vital signs, physiology | Keywords: body temperature, fever, hypothermia, normal range | Hint: Consider the standard normal body temperature | Help: This question tests knowledge of normal vital signs | Explanation: Normal body temperature ranges from 36.5°C to 37.5°C (97.7°F to 99.5°F) when measured orally. Rectal temperatures are typically 0.5°C higher. Fever is generally defined as a temperature above 38°C (100.4°F), while hypothermia is below 35°C (95°F). Body temperature varies slightly throughout the day. | Explanation: Normal body temperature ranges from 36.5°C to 37.5°C (97.7°F to 99.5°F) when measured orally. Rectal temperatures are typically 0.5°C higher. Fever is generally defined as a temperature above 38°C (100.4°F), while hypothermia is below 35°C (95°F). Body temperature varies slightly throughout the day.
Question Text: Is smoking the leading cause of lung cancer? | Type: true_false | Options: True False | Correct Option: True | Difficulty: easy | Tags: oncology, pulmonology | Keywords: smoking, lung cancer, risk factors, carcinogens | Hint: Think about the primary risk factor for lung cancer | Help: This question tests knowledge of cancer risk factors | Explanation: Smoking is the leading cause of lung cancer, responsible for approximately 85% of all cases. Tobacco smoke contains numerous carcinogens that damage lung tissue DNA, leading to mutations and malignant transformation. Other risk factors include secondhand smoke, radon exposure, asbestos, and air pollution, but smoking remains the primary preventable cause. | Explanation: Smoking is the leading cause of lung cancer, responsible for approximately 85% of all cases. Tobacco smoke contains numerous carcinogens that damage lung tissue DNA, leading to mutations and malignant transformation. Other risk factors include secondhand smoke, radon exposure, asbestos, and air pollution, but smoking remains the primary preventable cause.
Question Text: What is the mechanism of action of aspirin? | Type: multiple_choice | Options: A) COX-1 inhibition B) COX-2 inhibition C) Both COX-1 and COX-2 D) Thromboxane synthesis | Correct Option: C | Difficulty: hard | Tags: pharmacology, cardiology | Keywords: aspirin, COX inhibition, antiplatelet, mechanism | Hint: Consider how aspirin affects prostaglandin synthesis | Help: This question tests understanding of aspirin pharmacology | Explanation: Aspirin irreversibly inhibits both cyclooxygenase-1 (COX-1) and cyclooxygenase-2 (COX-2) enzymes. This prevents the synthesis of prostaglandins and thromboxane A2. The antiplatelet effect is primarily due to COX-1 inhibition in platelets, which prevents thromboxane synthesis and platelet aggregation, making aspirin useful for cardiovascular protection. | Explanation: Aspirin irreversibly inhibits both cyclooxygenase-1 (COX-1) and cyclooxygenase-2 (COX-2) enzymes. This prevents the synthesis of prostaglandins and thromboxane A2. The antiplatelet effect is primarily due to COX-1 inhibition in platelets, which prevents thromboxane synthesis and platelet aggregation, making aspirin useful for cardiovascular protection.
Question Text: Is hypertension always symptomatic? | Type: true_false | Options: True False | Correct Option: False | Difficulty: medium | Tags: cardiology, hypertension | Keywords: hypertension, silent, asymptomatic, symptoms | Hint: Think about the nickname for hypertension | Help: This question tests knowledge of hypertension presentation | Explanation: Hypertension is often called "the silent killer" because it is frequently asymptomatic. Most patients with high blood pressure do not experience symptoms until severe complications develop, such as heart attack, stroke, or kidney damage. Regular blood pressure screening is essential for early detection and management. | Explanation: Hypertension is often called "the silent killer" because it is frequently asymptomatic. Most patients with high blood pressure do not experience symptoms until severe complications develop, such as heart attack, stroke, or kidney damage. Regular blood pressure screening is essential for early detection and management.
Question Text: What is the most common type of skin cancer? | Type: multiple_choice | Options: A) Melanoma B) Basal cell carcinoma C) Squamous cell carcinoma D) Merkel cell carcinoma | Correct Option: B | Difficulty: medium | Tags: dermatology, oncology | Keywords: skin cancer, basal cell carcinoma, melanoma, prevalence | Hint: Consider which type is most frequently diagnosed | Help: This question tests knowledge of skin cancer epidemiology | Explanation: Basal cell carcinoma (BCC) is the most common type of skin cancer, accounting for about 80% of all cases. It arises from basal cells in the epidermis, grows slowly, rarely metastasizes, and is highly treatable when detected early. While melanoma is more dangerous, BCC has a much higher incidence rate. | Explanation: Basal cell carcinoma (BCC) is the most common type of skin cancer, accounting for about 80% of all cases. It arises from basal cells in the epidermis, grows slowly, rarely metastasizes, and is highly treatable when detected early. While melanoma is more dangerous, BCC has a much higher incidence rate.
Question Text: Is dehydration always caused by insufficient fluid intake? | Type: true_false | Options: True False | Correct Option: False | Difficulty: medium | Tags: emergency medicine, fluid balance | Keywords: dehydration, fluid loss, vomiting, diarrhea, causes | Hint: Think about other ways the body can lose fluids | Help: This question tests understanding of dehydration etiology | Explanation: Dehydration can result from various causes beyond insufficient fluid intake. Fluid loss can occur through vomiting, diarrhea, excessive sweating, burns, diabetes insipidus, diuretic use, or third-spacing (fluid shifts). Dehydration occurs when fluid output exceeds intake, regardless of the cause of the increased output. | Explanation: Dehydration can result from various causes beyond insufficient fluid intake. Fluid loss can occur through vomiting, diarrhea, excessive sweating, burns, diabetes insipidus, diuretic use, or third-spacing (fluid shifts). Dehydration occurs when fluid output exceeds intake, regardless of the cause of the increased output.
Question Text: What is the primary function of the kidneys? | Type: multiple_choice | Options: A) Blood filtration B) Hormone production C) Fluid balance D) All of the above | Correct Option: D | Difficulty: easy | Tags: nephrology, physiology | Keywords: kidneys, filtration, hormones, fluid balance, function | Hint: Consider all the major roles of the kidneys | Help: This question tests knowledge of renal physiology | Explanation: The kidneys have multiple essential functions: filtering waste products and excess fluids from blood to form urine, regulating fluid and electrolyte balance, producing hormones (erythropoietin, renin, active vitamin D), and maintaining acid-base balance. All listed options represent critical kidney functions. | Explanation: The kidneys have multiple essential functions: filtering waste products and excess fluids from blood to form urine, regulating fluid and electrolyte balance, producing hormones (erythropoietin, renin, active vitamin D), and maintaining acid-base balance. All listed options represent critical kidney functions.
Question Text: Is fever always a sign of infection? | Type: true_false | Options: True False | Correct Option: False | Difficulty: medium | Tags: infectious disease, fever | Keywords: fever, infection, inflammation, causes, pyrexia | Hint: Think about other conditions that can cause fever | Help: This question tests understanding of fever etiology | Explanation: While infection is a common cause of fever, it is not the only cause. Fever can also result from inflammatory conditions (rheumatoid arthritis, inflammatory bowel disease), malignancy, medications, heat stroke, autoimmune disorders, or postoperative states. Fever is a response to pyrogens that reset the hypothalamic temperature set point. | Explanation: While infection is a common cause of fever, it is not the only cause. Fever can also result from inflammatory conditions (rheumatoid arthritis, inflammatory bowel disease), malignancy, medications, heat stroke, autoimmune disorders, or postoperative states. Fever is a response to pyrogens that reset the hypothalamic temperature set point.
Question Text: What is the most effective way to prevent influenza? | Type: multiple_choice | Options: A) Hand washing B) Vaccination C) Avoiding crowds D) Vitamin C | Correct Option: B | Difficulty: medium | Tags: infectious disease, prevention | Keywords: influenza, vaccine, prevention, immunization | Hint: Consider the most evidence-based prevention method | Help: This question tests knowledge of influenza prevention strategies | Explanation: Annual influenza vaccination is the most effective method to prevent influenza. While handwashing and avoiding crowds can reduce transmission risk, vaccination provides specific immunity against influenza strains. Vitamin C supplementation has not been proven effective for preventing influenza. The vaccine is recommended for all individuals aged 6 months and older. | Explanation: Annual influenza vaccination is the most effective method to prevent influenza. While handwashing and avoiding crowds can reduce transmission risk, vaccination provides specific immunity against influenza strains. Vitamin C supplementation has not been proven effective for preventing influenza. The vaccine is recommended for all individuals aged 6 months and older.
Question Text: Is chest pain always cardiac in origin? | Type: true_false | Options: True False | Correct Option: False | Difficulty: medium | Tags: emergency medicine, cardiology | Keywords: chest pain, cardiac, non-cardiac, differential diagnosis | Hint: Think about other organs that can cause chest pain | Help: This question tests understanding of chest pain differential diagnosis | Explanation: Chest pain can arise from various sources: cardiac (myocardial infarction, angina), pulmonary (pneumonia, pulmonary embolism, pneumothorax), gastrointestinal (GERD, esophageal spasm), musculoskeletal (costochondritis, muscle strain), or anxiety. A thorough history and physical examination are essential to determine the cause, as non-cardiac causes are common. | Explanation: Chest pain can arise from various sources: cardiac (myocardial infarction, angina), pulmonary (pneumonia, pulmonary embolism, pneumothorax), gastrointestinal (GERD, esophageal spasm), musculoskeletal (costochondritis, muscle strain), or anxiety. A thorough history and physical examination are essential to determine the cause, as non-cardiac causes are common.
Question Text: What is the normal respiratory rate for adults? | Type: multiple_choice | Options: A) 8-12 breaths/min B) 12-20 breaths/min C) 20-30 breaths/min D) 30-40 breaths/min | Correct Option: B | Difficulty: easy | Tags: pulmonology, vital signs | Keywords: respiratory rate, breathing, normal range, vital signs | Hint: Consider the standard resting respiratory rate | Help: This question tests knowledge of normal vital sign parameters | Explanation: The normal resting respiratory rate for adults is 12-20 breaths per minute. Rates below 12 may indicate respiratory depression (bradypnea), while rates above 20 suggest respiratory distress (tachypnea). The respiratory rate, along with other vital signs, is an important indicator of overall patient status. | Explanation: The normal resting respiratory rate for adults is 12-20 breaths per minute. Rates below 12 may indicate respiratory depression (bradypnea), while rates above 20 suggest respiratory distress (tachypnea). The respiratory rate, along with other vital signs, is an important indicator of overall patient status.
Question Text: Is obesity always caused by overeating? | Type: true_false | Options: True False | Correct Option: False | Difficulty: medium | Tags: endocrinology, obesity | Keywords: obesity, causes, genetics, metabolism, multifactorial | Hint: Think about the various factors that contribute to obesity | Help: This question tests understanding of obesity etiology | Explanation: Obesity is a multifactorial condition influenced by genetics, metabolism, hormonal factors, medications, psychological factors, socioeconomic status, and physical activity levels, in addition to caloric intake. While overeating contributes, other factors such as genetic predisposition, endocrine disorders, and medications can play significant roles. | Explanation: Obesity is a multifactorial condition influenced by genetics, metabolism, hormonal factors, medications, psychological factors, socioeconomic status, and physical activity levels, in addition to caloric intake. While overeating contributes, other factors such as genetic predisposition, endocrine disorders, and medications can play significant roles.
Question Text: What is the most common cause of acute appendicitis? | Type: multiple_choice | Options: A) Bacterial infection B) Obstruction C) Trauma D) Genetic factors | Correct Option: B | Difficulty: hard | Tags: surgery, emergency medicine | Keywords: appendicitis, obstruction, fecalith, etiology | Hint: Consider the initial event that leads to appendicitis | Help: This question tests knowledge of appendicitis pathophysiology | Explanation: Appendicitis most commonly begins with obstruction of the appendiceal lumen, often by a fecalith (hardened stool), lymphoid hyperplasia, or foreign bodies. This obstruction leads to increased intraluminal pressure, impaired blood flow, bacterial overgrowth, and subsequent inflammation and infection of the appendix. | Explanation: Appendicitis most commonly begins with obstruction of the appendiceal lumen, often by a fecalith (hardened stool), lymphoid hyperplasia, or foreign bodies. This obstruction leads to increased intraluminal pressure, impaired blood flow, bacterial overgrowth, and subsequent inflammation and infection of the appendix.
Question Text: Is all chest pain an emergency? | Type: true_false | Options: True False | Correct Option: False | Difficulty: easy | Tags: emergency medicine, triage | Keywords: chest pain, emergency, urgency, assessment | Hint: Think about the different types and causes of chest pain | Help: This question tests understanding of emergency triage principles | Explanation: Not all chest pain requires immediate emergency treatment. While cardiac, pulmonary embolism, or aortic dissection represent emergencies, musculoskeletal pain, GERD, or anxiety-related chest discomfort may not be urgent. Clinical assessment including patient history, vital signs, and ECG helps determine the appropriate level of care and urgency. | Explanation: Not all chest pain requires immediate emergency treatment. While cardiac, pulmonary embolism, or aortic dissection represent emergencies, musculoskeletal pain, GERD, or anxiety-related chest discomfort may not be urgent. Clinical assessment including patient history, vital signs, and ECG helps determine the appropriate level of care and urgency.
Question Text: What is the most common cause of acute kidney injury? | Type: multiple_choice | Options: A) Dehydration B) Medication toxicity C) Infection D) Trauma | Correct Option: A | Difficulty: medium | Tags: nephrology, emergency medicine | Keywords: acute kidney injury, dehydration, prerenal, etiology | Hint: Consider the most frequent reversible cause of AKI | Help: This question tests knowledge of acute kidney injury pathophysiology | Explanation: Dehydration leading to prerenal acute kidney injury is common and often reversible. Reduced circulating volume decreases renal perfusion, leading to decreased glomerular filtration rate. When promptly recognized and treated with fluid resuscitation, prerenal AKI can be reversed, making early intervention crucial. | Explanation: Dehydration leading to prerenal acute kidney injury is common and often reversible. Reduced circulating volume decreases renal perfusion, leading to decreased glomerular filtration rate. When promptly recognized and treated with fluid resuscitation, prerenal AKI can be reversed, making early intervention crucial.
Question Text: Is sepsis always caused by bacteria? | Type: true_false | Options: True False | Correct Option: False | Difficulty: medium | Tags: infectious disease, emergency medicine | Keywords: sepsis, bacteria, virus, fungi, systemic response | Hint: Think about the definition of sepsis and its causes | Help: This question tests understanding of sepsis etiology | Explanation: Sepsis is defined as life-threatening organ dysfunction caused by a dysregulated host response to infection. While bacterial infections are common causes, sepsis can result from viral (influenza, COVID-19), fungal (Candida), or parasitic infections. The key is the systemic inflammatory response, not the specific pathogen type. | Explanation: Sepsis is defined as life-threatening organ dysfunction caused by a dysregulated host response to infection. While bacterial infections are common causes, sepsis can result from viral (influenza, COVID-19), fungal (Candida), or parasitic infections. The key is the systemic inflammatory response, not the specific pathogen type.
Question Text: What is the normal hemoglobin range for adult females? | Type: multiple_choice | Options: A) 8-10 g/dL B) 10-12 g/dL C) 12-15 g/dL D) 15-18 g/dL | Correct Option: C | Difficulty: easy | Tags: hematology, laboratory values | Keywords: hemoglobin, anemia, normal range, females | Hint: Consider the standard reference range for adult women | Help: This question tests knowledge of normal laboratory values | Explanation: Normal hemoglobin for adult females ranges from 12-15 g/dL. This is slightly lower than males (13.5-17.5 g/dL) due to menstruation and generally lower muscle mass. Hemoglobin below 12 g/dL in women indicates anemia. Values can vary slightly between laboratories and populations. | Explanation: Normal hemoglobin for adult females ranges from 12-15 g/dL. This is slightly lower than males (13.5-17.5 g/dL) due to menstruation and generally lower muscle mass. Hemoglobin below 12 g/dL in women indicates anemia. Values can vary slightly between laboratories and populations.
Question Text: Is all anemia caused by iron deficiency? | Type: true_false | Options: True False | Correct Option: False | Difficulty: medium | Tags: hematology, anemia | Keywords: anemia, causes, multifactorial | Hint: Think about the various types and causes of anemia | Help: This question tests understanding of anemia classification | Explanation: Anemia has multiple causes beyond iron deficiency, including vitamin B12 or folate deficiency (megaloblastic anemia), chronic disease, hemolysis, bone marrow disorders, blood loss, or genetic conditions (sickle cell, thalassemia). Iron deficiency is common but not the sole cause. Proper diagnosis requires investigation of the underlying etiology.
Question Text: What is the mechanism of action of metformin? | Type: multiple_choice | Options: A) Increases insulin secretion B) Decreases glucose absorption C) Improves insulin sensitivity D) All of the above | Correct Option: C | Difficulty: hard | Tags: pharmacology, endocrinology | Keywords: metformin, diabetes, insulin sensitivity, mechanism | Hint: Consider how metformin affects glucose metabolism | Help: This question tests understanding of diabetes medication mechanisms | Explanation: Metformin primarily improves insulin sensitivity in peripheral tissues, reducing hepatic glucose production and enhancing glucose uptake by muscles. It does not increase insulin secretion (unlike sulfonylureas) and its effect on glucose absorption is minimal. Metformin is considered first-line therapy for Type 2 diabetes. | Explanation: Metformin primarily improves insulin sensitivity in peripheral tissues, reducing hepatic glucose production and enhancing glucose uptake by muscles. It does not increase insulin secretion (unlike sulfonylureas) and its effect on glucose absorption is minimal. Metformin is considered first-line therapy for Type 2 diabetes.
Question Text: Is osteoporosis always symptomatic? | Type: true_false | Options: True False | Correct Option: False | Difficulty: medium | Tags: orthopedics, bone disease | Keywords: osteoporosis, silent, asymptomatic, fractures | Hint: Think about when osteoporosis becomes symptomatic | Help: This question tests knowledge of osteoporosis presentation | Explanation: Osteoporosis is often asymptomatic until fractures occur. Bone loss happens silently over years. The first symptom may be a fracture from minimal trauma, height loss, or kyphosis from vertebral compression fractures. Regular screening (bone density scans) is important for early detection and prevention of fractures. | Explanation: Osteoporosis is often asymptomatic until fractures occur. Bone loss happens silently over years. The first symptom may be a fracture from minimal trauma, height loss, or kyphosis from vertebral compression fractures. Regular screening (bone density scans) is important for early detection and prevention of fractures.
Question Text: What is the most common cause of chronic kidney disease? | Type: multiple_choice | Options: A) Diabetes B) Hypertension C) Glomerulonephritis D) Polycystic kidney disease | Correct Option: A | Difficulty: medium | Tags: nephrology, chronic disease | Keywords: chronic kidney disease, diabetes, etiology, progression | Hint: Consider the leading cause of CKD worldwide | Help: This question tests knowledge of chronic kidney disease epidemiology | Explanation: Diabetes mellitus is the leading cause of chronic kidney disease worldwide, accounting for approximately 44% of new cases. Diabetic nephropathy results from long-term hyperglycemia causing damage to glomeruli. Hypertension is the second most common cause, and both conditions often coexist, accelerating kidney damage. | Explanation: Diabetes mellitus is the leading cause of chronic kidney disease worldwide, accounting for approximately 44% of new cases. Diabetic nephropathy results from long-term hyperglycemia causing damage to glomeruli. Hypertension is the second most common cause, and both conditions often coexist, accelerating kidney damage.
Question Text: Is all headache caused by tension? | Type: true_false | Options: True False | Correct Option: False | Difficulty: easy | Tags: neurology, headache | Keywords: headache, tension, migraine, causes, differential | Hint: Think about the different types of headaches | Help: This question tests understanding of headache classification | Explanation: Headaches have various causes including migraines, cluster headaches, sinus headaches, medication overuse, increased intracranial pressure, temporal arteritis, or secondary causes (meningitis, brain tumors). Tension-type headaches are common but represent only one category. Clinical evaluation is needed to distinguish primary from secondary headaches. | Explanation: Headaches have various causes including migraines, cluster headaches, sinus headaches, medication overuse, increased intracranial pressure, temporal arteritis, or secondary causes (meningitis, brain tumors). Tension-type headaches are common but represent only one category. Clinical evaluation is needed to distinguish primary from secondary headaches.
Question Text: What is the normal platelet count range? | Type: multiple_choice | Options: A) 50,000-100,000/μL B) 100,000-150,000/μL C) 150,000-450,000/μL D) 450,000-600,000/μL | Correct Option: C | Difficulty: easy | Tags: hematology, laboratory values | Keywords: platelets, thrombocytopenia, thrombocytosis, normal range | Hint: Consider the standard reference range for platelets | Help: This question tests knowledge of normal laboratory parameters | Explanation: Normal platelet count ranges from 150,000 to 450,000 per microliter of blood. Thrombocytopenia (low platelets) is below 150,000/μL and can cause bleeding. Thrombocytosis (high platelets) is above 450,000/μL and may increase thrombosis risk. Platelets are essential for hemostasis and clot formation. | Explanation: Normal platelet count ranges from 150,000 to 450,000 per microliter of blood. Thrombocytopenia (low platelets) is below 150,000/μL and can cause bleeding. Thrombocytosis (high platelets) is above 450,000/μL and may increase thrombosis risk. Platelets are essential for hemostasis and clot formation.
